floor,A,B,C,O,symbol,bid_size,bid_price,ask_size,ask_price
05:30:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.50,4,62.60
05:31:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.40,4,62.30
05:32:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.00,4,61.90
05:33:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.50,4,63.20
05:34:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.70,4,63.50
05:35:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.60,4,63.50
05:36:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.10,4,62.00
05:37:00.000000000,1.00,,,,SPXW__220302P04390000,15,61.70,11,64.60
05:38:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.40,4,65.10
05:39:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.10,4,62.70
05:40:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.00,4,62.90
05:41:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.60,4,60.50
05:42:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.60,4,61.50
05:43:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.30,4,65.80
05:44:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.50,4,64.00
05:45:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.30,4,63.30
05:46:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.70,4,63.50
05:47:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.70,11,65.10
05:48:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.70,1,70.60
05:49:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.10,15,67.70
05:50:00.000000000,1.00,,,,SPXW__220302P04390000,4,67.30,4,69.70
05:51:00.000000000,1.00,,,,SPXW__220302P04390000,34,68.20,45,70.80
05:52:00.000000000,1.00,,,,SPXW__220302P04390000,4,66.90,4,69.50
05:53:00.000000000,1.00,,,,SPXW__220302P04390000,33,67.80,34,70.40
05:54:00.000000000,1.00,,,,SPXW__220302P04390000,30,66.80,30,69.40
05:55:00.000000000,1.00,,,,SPXW__220302P04390000,11,64.50,11,67.70
05:56:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.90,15,68.70
05:57:00.000000000,1.00,,,,SPXW__220302P04390000,4,66.10,4,68.70
05:58:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.80,15,68.70
05:59:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.30,34,66.90
06:00:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.40,4,67.00
06:01:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.60,34,67.20
06:02:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.90,15,68.50
06:03:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.80,4,66.20
06:04:00.000000000,1.00,,,,SPXW__220302P04390000,4,66.10,15,68.70
06:05:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.70,4,67.60
06:06:00.000000000,1.00,,,,SPXW__220302P04390000,31,68.10,34,70.30
06:07:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.60,4,66.40
06:08:00.000000000,1.00,,,,SPXW__220302P04390000,34,63.60,34,66.20
06:09:00.000000000,1.00,,,,SPXW__220302P04390000,34,63.60,37,66.40
06:10:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.30,15,66.20
06:11:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.00,41,66.70
06:12:00.000000000,1.00,,,,SPXW__220302P04390000,34,61.40,34,63.80
06:13:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.90,41,63.40
06:14:00.000000000,1.00,,,,SPXW__220302P04390000,34,61.80,41,64.40
06:15:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.30,15,66.70
06:16:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.30,11,66.90
06:17:00.000000000,1.00,,,,SPXW__220302P04390000,11,64.50,11,67.70
06:18:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.60,45,68.20
06:19:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.10,34,67.80
06:20:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.10,33,67.70
06:21:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.30,30,67.70
06:22:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.30,4,68.00
06:23:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.90,34,67.50
06:24:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.20,11,66.60
06:25:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.50,34,63.30
06:26:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.60,4,64.40
06:27:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.80,34,63.50
06:28:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.40,4,63.70
06:29:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.30,4,61.00
06:30:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.40,4,60.20
06:31:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.00,4,59.80
06:32:00.000000000,1.00,,,,SPXW__220302P04390000,4,57.30,4,59.20
06:33:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.30,4,61.00
06:34:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.20,4,60.00
06:35:00.000000000,1.00,,,,SPXW__220302P04390000,11,57.70,11,61.20
06:36:00.000000000,1.00,,,,SPXW__220302P04390000,4,57.40,4,59.20
06:37:00.000000000,1.00,,,,SPXW__220302P04390000,4,57.40,4,59.20
06:38:00.000000000,1.00,,,,SPXW__220302P04390000,15,59.50,15,61.00
06:39:00.000000000,1.00,,,,SPXW__220302P04390000,8,60.20,29,61.80
06:40:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.30,4,60.90
06:41:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.00,4,61.50
06:42:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.10,4,62.90
06:43:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.10,4,65.50
06:44:00.000000000,1.00,,,,SPXW__220302P04390000,14,61.40,15,62.90
06:45:00.000000000,1.00,,,,SPXW__220302P04390000,20,61.00,17,62.80
06:46:00.000000000,1.00,,,,SPXW__220302P04390000,17,60.10,19,61.80
06:47:00.000000000,1.00,,,,SPXW__220302P04390000,18,60.60,16,62.20
06:48:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.00,4,62.70
06:49:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.00,11,65.00
06:50:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.30,41,65.70
06:51:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.60,4,64.90
06:52:00.000000000,1.00,,,,SPXW__220302P04390000,34,62.20,34,64.60
06:53:00.000000000,1.00,,,,SPXW__220302P04390000,30,62.60,34,65.00
06:54:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.80,34,63.20
06:55:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.30,4,62.50
06:56:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.00,34,62.50
06:57:00.000000000,1.00,,,,SPXW__220302P04390000,34,60.70,30,63.10
06:58:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.50,4,61.90
06:59:00.000000000,1.00,,,,SPXW__220302P04390000,30,60.40,30,62.90
07:00:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.50,4,64.10
07:01:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.80,4,65.30
07:02:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.60,4,62.80
07:03:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.20,4,62.40
07:04:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.50,4,61.70
07:05:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.80,4,61.00
07:06:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.90,4,61.30
07:07:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.30,4,61.50
07:08:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.80,4,63.00
07:09:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.80,4,63.30
07:10:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.10,4,61.50
07:11:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.30,4,60.10
07:12:00.000000000,1.00,,,,SPXW__220302P04390000,4,58.30,4,60.00
07:13:00.000000000,1.00,,,,SPXW__220302P04390000,4,57.30,4,59.00
07:14:00.000000000,1.00,,,,SPXW__220302P04390000,4,56.80,4,58.40
07:15:00.000000000,1.00,,,,SPXW__220302P04390000,4,56.90,4,58.60
07:16:00.000000000,1.00,,,,SPXW__220302P04390000,4,56.40,4,58.10
07:17:00.000000000,1.00,,,,SPXW__220302P04390000,4,55.80,4,57.40
07:18:00.000000000,1.00,,,,SPXW__220302P04390000,4,56.10,4,57.50
07:19:00.000000000,1.00,,,,SPXW__220302P04390000,4,59.70,4,61.30
07:20:00.000000000,1.00,,,,SPXW__220302P04390000,4,60.70,4,62.90
07:21:00.000000000,1.00,,,,SPXW__220302P04390000,32,62.20,34,64.40
07:22:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.00,4,65.30
07:23:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.40,4,64.90
07:24:00.000000000,1.00,,,,SPXW__220302P04390000,4,61.80,4,64.30
07:25:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.40,4,65.10
07:26:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.50,4,66.20
07:27:00.000000000,1.00,,,,SPXW__220302P04390000,34,64.10,34,66.60
07:28:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.60,4,66.20
07:29:00.000000000,1.00,,,,SPXW__220302P04390000,32,63.60,34,65.90
07:30:00.000000000,1.00,,,,SPXW__220302P04390000,4,69.80,1,74.60
07:31:00.000000000,1.00,,,,SPXW__220302P04390000,4,68.00,4,71.20
07:32:00.000000000,1.00,,,,SPXW__220302P04390000,1,63.90,1,72.10
07:33:00.000000000,1.00,,,,SPXW__220302P04390000,34,67.70,34,70.40
07:34:00.000000000,1.00,,,,SPXW__220302P04390000,4,69.10,4,72.00
07:35:00.000000000,1.00,,,,SPXW__220302P04390000,4,67.40,4,70.60
07:36:00.000000000,1.00,,,,SPXW__220302P04390000,34,68.80,34,71.80
07:37:00.000000000,1.00,,,,SPXW__220302P04390000,4,68.40,4,71.40
07:38:00.000000000,1.00,,,,SPXW__220302P04390000,34,67.70,34,70.50
07:39:00.000000000,1.00,,,,SPXW__220302P04390000,4,67.50,4,70.50
07:40:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.60,34,68.40
07:41:00.000000000,1.00,,,,SPXW__220302P04390000,11,66.00,11,70.00
07:42:00.000000000,1.00,,,,SPXW__220302P04390000,4,66.50,15,69.80
07:43:00.000000000,1.00,,,,SPXW__220302P04390000,34,67.70,34,70.40
07:44:00.000000000,1.00,,,,SPXW__220302P04390000,4,69.50,4,72.00
07:45:00.000000000,1.00,,,,SPXW__220302P04390000,4,68.60,4,71.30
07:46:00.000000000,1.00,,,,SPXW__220302P04390000,4,68.50,4,71.30
07:47:00.000000000,1.00,,,,SPXW__220302P04390000,4,67.90,4,71.00
07:48:00.000000000,1.00,,,,SPXW__220302P04390000,34,68.50,34,71.30
07:49:00.000000000,1.00,,,,SPXW__220302P04390000,34,68.30,34,71.00
07:50:00.000000000,1.00,,,,SPXW__220302P04390000,34,66.90,34,69.90
07:51:00.000000000,1.00,,,,SPXW__220302P04390000,34,65.20,34,68.00
07:52:00.000000000,1.00,,,,SPXW__220302P04390000,33,64.80,33,67.80
07:53:00.000000000,1.00,,,,SPXW__220302P04390000,33,64.60,33,67.90
07:54:00.000000000,1.00,,,,SPXW__220302P04390000,11,64.00,11,68.00
07:55:00.000000000,1.00,,,,SPXW__220302P04390000,40,63.60,44,68.00
07:56:00.000000000,1.00,,,,SPXW__220302P04390000,33,63.70,33,66.60
07:57:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.60,40,67.40
07:58:00.000000000,1.00,,,,SPXW__220302P04390000,33,63.90,33,66.80
07:59:00.000000000,1.00,,,,SPXW__220302P04390000,4,63.00,4,65.90
08:00:00.000000000,0.97,,,,SPXW__220302P04390000,4,64.60,11,67.60
08:01:00.000000000,1.00,,,,SPXW__220302P04390000,4,66.10,15,69.30
08:02:00.000000000,1.00,,,,SPXW__220302P04390000,33,63.80,33,67.00
08:03:00.000000000,1.00,,,,SPXW__220302P04390000,4,65.20,4,68.10
08:04:00.000000000,1.00,,,,SPXW__220302P04390000,33,64.90,33,67.80
08:05:00.000000000,1.00,,,,SPXW__220302P04390000,33,65.60,33,69.00
08:06:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.70,4,67.60
08:07:00.000000000,1.00,,,,SPXW__220302P04390000,4,64.70,4,67.60
08:08:00.000000000,1.00,,,,SPXW__220302P04390000,29,68.80,29,71.70
08:09:00.000000000,1.00,,,,SPXW__220302P04390000,33,67.40,33,70.30
08:10:00.000000000,1.00,,,,SPXW__220302P04390000,11,67.60,11,71.60
08:11:00.000000000,1.00,,,,SPXW__220302P04390000,4,69.00,4,71.70
08:12:00.000000000,1.00,,,,SPXW__220302P04390000,33,72.00,33,74.70
08:13:00.000000000,1.00,,,,SPXW__220302P04390000,33,70.70,33,73.80
08:14:00.000000000,1.00,,,,SPXW__220302P04390000,4,71.90,4,75.00
08:15:00.000000000,1.00,,,,SPXW__220302P04390000,11,70.90,11,75.00
08:16:00.000000000,1.00,,,,SPXW__220302P04390000,33,73.80,33,76.90
08:17:00.000000000,1.00,,,,SPXW__220302P04390000,4,73.60,4,76.40
08:18:00.000000000,1.00,,,,SPXW__220302P04390000,4,73.00,4,76.00
08:19:00.000000000,1.00,,,,SPXW__220302P04390000,4,73.70,4,76.80
08:20:00.000000000,1.00,,,,SPXW__220302P04390000,29,70.70,29,73.40
08:21:00.000000000,1.00,,,,SPXW__220302P04390000,4,73.10,4,76.00
08:22:00.000000000,1.00,,,,SPXW__220302P04390000,4,72.40,4,75.30
08:23:00.000000000,1.00,,,,SPXW__220302P04390000,32,72.60,33,75.50
08:24:00.000000000,1.00,,,,SPXW__220302P04390000,11,69.80,11,74.10
08:25:00.000000000,1.00,,,,SPXW__220302P04390000,33,70.40,33,73.30
08:26:00.000000000,1.00,,,,SPXW__220302P04390000,4,69.30,3,72.10
08:27:00.000000000,1.00,,,,SPXW__220302P04390000,4,70.00,7,72.70
08:28:00.000000000,1.00,,,,SPXW__220302P04390000,33,67.60,32,70.70
08:29:00.000000000,1.00,,,,SPXW__220302P04390000,4,67.80,3,70.60
08:30:00.000000000,0.97,,,,SPXW__220302P04390000,4,69.40,3,72.60
08:31:00.000000000,1.00,,,,SPXW__220302P04390000,3,71.20,3,74.70
08:32:00.000000000,1.00,,,,SPXW__220302P04390000,33,70.40,32,73.40
08:33:00.000000000,1.00,,,,SPXW__220302P04390000,33,71.90,29,74.90
08:34:00.000000000,1.00,,,,SPXW__220302P04390000,33,75.30,33,78.70
08:35:00.000000000,1.00,,,,SPXW__220302P04390000,4,76.20,4,79.60
08:36:00.000000000,1.00,,,,SPXW__220302P04390000,31,76.10,31,79.20
08:37:00.000000000,1.00,,,,SPXW__220302P04390000,7,72.30,1,81.80
08:38:00.000000000,1.00,,,,SPXW__220302P04390000,6,76.90,6,80.20
08:39:00.000000000,1.00,,,,SPXW__220302P04390000,6,75.50,6,79.10
08:40:00.000000000,1.00,,,,SPXW__220302P04390000,5,73.20,1,81.80
08:41:00.000000000,1.00,,,,SPXW__220302P04390000,2,76.30,4,79.10
08:42:00.000000000,1.00,,,,SPXW__220302P04390000,6,76.30,6,79.40
08:43:00.000000000,1.00,,,,SPXW__220302P04390000,6,76.90,6,80.20
08:44:00.000000000,1.00,,,,SPXW__220302P04390000,6,76.30,6,79.90
08:45:00.000000000,1.00,,,,SPXW__220302P04390000,11,75.50,7,78.60
08:46:00.000000000,1.00,,,,SPXW__220302P04390000,4,77.90,4,81.20
08:47:00.000000000,1.00,,,,SPXW__220302P04390000,7,78.50,2,81.40
08:48:00.000000000,1.00,,,,SPXW__220302P04390000,6,77.20,7,79.80
08:49:00.000000000,1.00,,,,SPXW__220302P04390000,24,77.20,25,79.90
08:50:00.000000000,1.00,,,,SPXW__220302P04390000,24,74.00,24,77.10
08:51:00.000000000,1.00,,,,SPXW__220302P04390000,24,74.00,24,77.40
08:52:00.000000000,1.00,,,,SPXW__220302P04390000,31,72.50,31,75.80
08:53:00.000000000,1.00,,,,SPXW__220302P04390000,15,74.30,24,77.10
08:54:00.000000000,1.00,,,,SPXW__220302P04390000,31,73.00,31,76.30
08:55:00.000000000,1.00,,,,SPXW__220302P04390000,24,74.30,24,77.60
08:56:00.000000000,1.00,,,,SPXW__220302P04390000,24,73.90,24,77.00
08:57:00.000000000,1.00,,,,SPXW__220302P04390000,1,70.20,13,79.80
08:58:00.000000000,1.00,,,,SPXW__220302P04390000,31,72.90,31,75.80
08:59:00.000000000,1.00,,,,SPXW__220302P04390000,4,70.80,4,73.50
09:00:00.000000000,0.99,,,,SPXW__220302P04390000,31,70.20,31,73.20
09:01:00.000000000,1.00,,,,SPXW__220302P04390000,31,71.30,31,74.10
09:02:00.000000000,1.00,,,,SPXW__220302P04390000,31,70.50,31,73.40
09:03:00.000000000,1.00,,,,SPXW__220302P04390000,31,69.20,31,72.00
09:04:00.000000000,1.00,,,,SPXW__220302P04390000,31,70.20,31,73.00
09:05:00.000000000,1.00,,,,SPXW__220302P04390000,23,69.50,31,72.30
09:06:00.000000000,1.00,,,,SPXW__220302P04390000,31,69.70,31,72.30
09:07:00.000000000,1.00,,,,SPXW__220302P04390000,31,68.60,31,71.50
09:08:00.000000000,1.00,,,,SPXW__220302P04390000,5,70.00,5,72.70
09:09:00.000000000,1.00,,,,SPXW__220302P04390000,1,65.20,5,70.80
09:10:00.000000000,1.00,,,,SPXW__220302P04390000,5,67.70,5,70.30
09:11:00.000000000,1.00,,,,SPXW__220302P04390000,5,67.40,5,69.80
09:12:00.000000000,1.00,,,,SPXW__220302P04390000,36,68.80,32,71.30
09:13:00.000000000,1.00,,,,SPXW__220302P04390000,5,69.40,5,72.00
09:14:00.000000000,1.00,,,,SPXW__220302P04390000,5,68.60,5,71.20
09:15:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:16:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:17:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:18:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:19:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:20:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:21:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:22:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:23:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:24:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:25:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:26:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:27:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:28:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:29:00.000000000,1.00,,,,SPXW__220302P04390000,0,0.00,0,0.00
09:30:00.000000000,1.00,,,,SPXW__220302P04390000,1,61.60,1,63.20
09:31:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.90,1,66.40
09:32:00.000000000,1.00,,,,SPXW__220302P04390000,4,62.20,9,64.70
09:33:00.000000000,1.00,,,,SPXW__220302P04390000,5,64.30,5,65.60
09:34:00.000000000,1.00,,,,SPXW__220302P04390000,1,65.80,1,67.30
09:35:00.000000000,1.00,,,,SPXW__220302P04390000,5,66.20,3,69.30
09:36:00.000000000,1.00,,,,SPXW__220302P04390000,1,66.00,1,67.30
09:37:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.40,1,65.80
09:38:00.000000000,1.00,,,,SPXW__220302P04390000,1,63.10,1,64.50
09:39:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.80,1,66.10
09:40:00.000000000,1.00,,,,SPXW__220302P04390000,2,57.50,5,58.80
09:41:00.000000000,1.00,,,,SPXW__220302P04390000,2,57.70,2,59.30
09:42:00.000000000,1.00,,,,SPXW__220302P04390000,5,57.50,34,58.90
09:43:00.000000000,1.00,,,,SPXW__220302P04390000,2,52.30,15,55.80
09:44:00.000000000,1.00,,,,SPXW__220302P04390000,4,51.00,4,52.30
09:45:00.000000000,1.00,,,,SPXW__220302P04390000,32,51.20,5,52.50
09:46:00.000000000,1.00,,,,SPXW__220302P04390000,6,48.40,4,49.70
09:47:00.000000000,0.92,,,0.08,SPXW__220302P04390000,32,46.20,29,47.70
09:48:00.000000000,0.98,,,0.02,SPXW__220302P04390000,4,45.20,4,46.50
09:49:00.000000000,0.74,,,0.26,SPXW__220302P04390000,5,47.90,6,49.00
09:50:00.000000000,0.92,0.07,,0.01,SPXW__220302P04390000,36,46.50,31,47.70
09:51:00.000000000,0.93,0.07,,0.00,SPXW__220302P04390000,5,47.20,5,48.20
09:52:00.000000000,0.98,0.02,,,SPXW__220302P04390000,1,47.00,2,48.30
09:53:00.000000000,0.96,0.03,,0.01,SPXW__220302P04390000,5,49.80,5,51.10
09:54:00.000000000,0.99,0.01,,,SPXW__220302P04390000,13,47.70,2,49.10
09:55:00.000000000,1.00,,,,SPXW__220302P04390000,2,47.60,7,49.10
09:56:00.000000000,0.99,0.01,,,SPXW__220302P04390000,1,57.00,2,57.40
09:57:00.000000000,0.99,0.01,,0.00,SPXW__220302P04390000,32,52.70,5,54.00
09:58:00.000000000,0.99,,,0.01,SPXW__220302P04390000,7,51.40,5,52.90
09:59:00.000000000,1.00,,,,SPXW__220302P04390000,4,51.20,4,53.90
10:00:00.000000000,1.00,,,,SPXW__220302P04390000,5,48.80,2,50.10
10:01:00.000000000,0.91,0.09,,,SPXW__220302P04390000,5,47.50,32,48.90
10:02:00.000000000,1.00,,,,SPXW__220302P04390000,5,44.90,5,47.40
10:03:00.000000000,0.97,,,0.03,SPXW__220302P04390000,30,46.30,27,47.70
10:04:00.000000000,1.00,,,,SPXW__220302P04390000,30,44.00,30,45.20
10:05:00.000000000,1.00,,,,SPXW__220302P04390000,5,46.00,30,47.20
10:06:00.000000000,1.00,,,,SPXW__220302P04390000,5,50.80,32,52.20
10:07:00.000000000,1.00,,,,SPXW__220302P04390000,5,55.20,32,56.50
10:08:00.000000000,1.00,,,,SPXW__220302P04390000,1,59.40,1,61.00
10:09:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.90,1,66.60
10:10:00.000000000,1.00,,,,SPXW__220302P04390000,6,66.50,1,68.10
10:11:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.50,1,66.00
10:12:00.000000000,1.00,,,0.00,SPXW__220302P04390000,1,63.30,1,64.80
10:13:00.000000000,1.00,,,,SPXW__220302P04390000,5,63.50,5,65.70
10:14:00.000000000,1.00,,,,SPXW__220302P04390000,1,67.20,1,68.70
10:15:00.000000000,1.00,,,,SPXW__220302P04390000,6,65.90,1,67.50
10:16:00.000000000,1.00,,,,SPXW__220302P04390000,1,65.90,1,67.60
10:17:00.000000000,1.00,,,,SPXW__220302P04390000,1,66.80,5,68.30
10:18:00.000000000,1.00,,,,SPXW__220302P04390000,1,64.40,1,66.00
10:19:00.000000000,1.00,,,,SPXW__220302P04390000,1,63.50,1,65.20
10:20:00.000000000,1.00,,,,SPXW__220302P04390000,1,59.30,1,61.00
10:21:00.000000000,1.00,,,,SPXW__220302P04390000,1,60.40,1,62.10
10:22:00.000000000,1.00,,,,SPXW__220302P04390000,1,58.00,1,59.50
10:23:00.000000000,1.00,,,,SPXW__220302P04390000,1,59.80,1,61.40
10:24:00.000000000,1.00,,,,SPXW__220302P04390000,1,61.80,1,63.30
10:25:00.000000000,1.00,,,,SPXW__220302P04390000,5,60.60,5,62.90
10:26:00.000000000,1.00,,,,SPXW__220302P04390000,5,64.30,5,66.90
10:27:00.000000000,1.00,,,,SPXW__220302P04390000,5,67.50,1,69.00
10:28:00.000000000,1.00,,,,SPXW__220302P04390000,5,52.50,1,54.60
10:29:00.000000000,1.00,,,,SPXW__220302P04390000,10,44.30,10,49.00
10:30:00.000000000,1.00,,,,SPXW__220302P04390000,25,47.50,2,49.70
10:31:00.000000000,1.00,,,,SPXW__220302P04390000,1,48.40,1,50.50
10:32:00.000000000,1.00,,,,SPXW__220302P04390000,5,49.50,2,51.50
10:33:00.000000000,1.00,,,,SPXW__220302P04390000,5,46.00,5,47.90
10:34:00.000000000,1.00,,,,SPXW__220302P04390000,5,48.70,5,50.50
10:35:00.000000000,1.00,,,,SPXW__220302P04390000,5,46.40,5,48.10
10:36:00.000000000,1.00,,,,SPXW__220302P04390000,6,38.90,2,40.70
10:37:00.000000000,1.00,,,,SPXW__220302P04390000,5,36.90,5,38.30
10:38:00.000000000,1.00,,,,SPXW__220302P04390000,9,36.50,4,38.40
10:39:00.000000000,1.00,,,,SPXW__220302P04390000,2,38.10,2,40.00
10:40:00.000000000,1.00,,,,SPXW__220302P04390000,6,38.70,6,40.60
10:41:00.000000000,1.00,,,,SPXW__220302P04390000,7,40.30,5,42.00
